instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
21078274,82337,FSL22AUGFUT,FSL,0,2022-08-25,0,0.05,5200,FUT,NFO-FUT,NFO
13849346,54099,FSL22JULFUT,FSL,0,2022-07-28,0,0.05,5200,FUT,NFO-FUT,NFO
14001922,54695,FSL22SEPFUT,FSL,0,2022-09-29,0,0.05,5200,FUT,NFO-FUT,NFO
21078530,82338,GAIL22AUGFUT,GAIL,0,2022-08-25,0,0.05,6100,FUT,NFO-FUT,NFO
13849602,54100,GAIL22JULFUT,GAIL,0,2022-07-28,0,0.05,6100,FUT,NFO-FUT,NFO
14002178,54696,GAIL22SEPFUT,GAIL,0,2022-09-29,0,0.05,6100,FUT,NFO-FUT,NFO
21078786,82339,GLENMARK22AUGFUT,GLENMARK,0,2022-08-25,0,0.05,1150,FUT,NFO-FUT,NFO
13849858,54101,GLENMARK22JULFUT,GLENMARK,0,2022-07-28,0,0.05,1150,FUT,NFO-FUT,NFO
14002434,54697,GLENMARK22SEPFUT,GLENMARK,0,2022-09-29,0,0.05,1150,FUT,NFO-FUT,NFO
21079042,82340,GMRINFRA22AUGFUT,GMRINFRA,0,2022-08-25,0,0.05,22500,FUT,NFO-FUT,NFO
13850370,54103,GMRINFRA22JULFUT,GMRINFRA,0,2022-07-28,0,0.05,22500,FUT,NFO-FUT,NFO
14002690,54698,GMRINFRA22SEPFUT,GMRINFRA,0,2022-09-29,0,0.05,22500,FUT,NFO-FUT,NFO
21079298,82341,GNFC22AUGFUT,GNFC,0,2022-08-25,0,0.05,1300,FUT,NFO-FUT,NFO
13850626,54104,GNFC22JULFUT,GNFC,0,2022-07-28,0,0.05,1300,FUT,NFO-FUT,NFO
14002946,54699,GNFC22SEPFUT,GNFC,0,2022-09-29,0,0.05,1300,FUT,NFO-FUT,NFO
21079554,82342,GODREJCP22AUGFUT,GODREJCP,0,2022-08-25,0,0.05,1000,FUT,NFO-FUT,NFO
13850882,54105,GODREJCP22JULFUT,GODREJCP,0,2022-07-28,0,0.05,1000,FUT,NFO-FUT,NFO
14003202,54700,GODREJCP22SEPFUT,GODREJCP,0,2022-09-29,0,0.05,1000,FUT,NFO-FUT,NFO
21079810,82343,GODREJPROP22AUGFUT,GODREJPROP,0,2022-08-25,0,0.05,325,FUT,NFO-FUT,NFO
13851138,54106,GODREJPROP22JULFUT,GODREJPROP,0,2022-07-28,0,0.05,325,FUT,NFO-FUT,NFO
14003458,54701,GODREJPROP22SEPFUT,GODREJPROP,0,2022-09-29,0,0.05,325,FUT,NFO-FUT,NFO
21080066,82344,GRANULES22AUGFUT,GRANULES,0,2022-08-25,0,0.05,2000,FUT,NFO-FUT,NFO
13851394,54107,GRANULES22JULFUT,GRANULES,0,2022-07-28,0,0.05,2000,FUT,NFO-FUT,NFO
14003714,54702,GRANULES22SEPFUT,GRANULES,0,2022-09-29,0,0.05,2000,FUT,NFO-FUT,NFO
21080322,82345,GRASIM22AUGFUT,GRASIM,0,2022-08-25,0,0.05,475,FUT,NFO-FUT,NFO
13852162,54110,GRASIM22JULFUT,GRASIM,0,2022-07-28,0,0.05,475,FUT,NFO-FUT,NFO
14003970,54703,GRASIM22SEPFUT,GRASIM,0,2022-09-29,0,0.05,475,FUT,NFO-FUT,NFO
21080578,82346,GSPL22AUGFUT,GSPL,0,2022-08-25,0,0.05,2500,FUT,NFO-FUT,NFO
13852418,54111,GSPL22JULFUT,GSPL,0,2022-07-28,0,0.05,2500,FUT,NFO-FUT,NFO
14004226,54704,GSPL22SEPFUT,GSPL,0,2022-09-29,0,0.05,2500,FUT,NFO-FUT,NFO
21080834,82347,GUJGASLTD22AUGFUT,GUJGASLTD,0,2022-08-25,0,0.05,1250,FUT,NFO-FUT,NFO
13852674,54112,GUJGASLTD22JULFUT,GUJGASLTD,0,2022-07-28,0,0.05,1250,FUT,NFO-FUT,NFO
14004482,54705,GUJGASLTD22SEPFUT,GUJGASLTD,0,2022-09-29,0,0.05,1250,FUT,NFO-FUT,NFO
21081090,82348,HAL22AUGFUT,HAL,0,2022-08-25,0,0.05,475,FUT,NFO-FUT,NFO
13852930,54113,HAL22JULFUT,HAL,0,2022-07-28,0,0.05,475,FUT,NFO-FUT,NFO
14004738,54706,HAL22SEPFUT,HAL,0,2022-09-29,0,0.05,475,FUT,NFO-FUT,NFO
21081346,82349,HAVELLS22AUGFUT,HAVELLS,0,2022-08-25,0,0.05,500,FUT,NFO-FUT,NFO
13853186,54114,HAVELLS22JULFUT,HAVELLS,0,2022-07-28,0,0.05,500,FUT,NFO-FUT,NFO
14004994,54707,HAVELLS22SEPFUT,HAVELLS,0,2022-09-29,0,0.05,500,FUT,NFO-FUT,NFO
21081602,82350,HCLTECH22AUGFUT,HCLTECH,0,2022-08-25,0,0.05,700,FUT,NFO-FUT,NFO
13853442,54115,HCLTECH22JULFUT,HCLTECH,0,2022-07-28,0,0.05,700,FUT,NFO-FUT,NFO
14005250,54708,HCLTECH22SEPFUT,HCLTECH,0,2022-09-29,0,0.05,700,FUT,NFO-FUT,NFO
21081858,82351,HDFC22AUGFUT,HDFC,0,2022-08-25,0,0.05,300,FUT,NFO-FUT,NFO
13854210,54118,HDFC22JULFUT,HDFC,0,2022-07-28,0,0.05,300,FUT,NFO-FUT,NFO
14007554,54717,HDFC22SEPFUT,HDFC,0,2022-09-29,0,0.05,300,FUT,NFO-FUT,NFO
21082114,82352,HDFCAMC22AUGFUT,HDFCAMC,0,2022-08-25,0,0.05,300,FUT,NFO-FUT,NFO
13854466,54119,HDFCAMC22JULFUT,HDFCAMC,0,2022-07-28,0,0.05,300,FUT,NFO-FUT,NFO
14007810,54718,HDFCAMC22SEPFUT,HDFCAMC,0,2022-09-29,0,0.05,300,FUT,NFO-FUT,NFO
21082370,82353,HDFCBANK22AUGFUT,HDFCBANK,0,2022-08-25,0,0.05,550,FUT,NFO-FUT,NFO
13854722,54120,HDFCBANK22JULFUT,HDFCBANK,0,2022-07-28,0,0.05,550,FUT,NFO-FUT,NFO
14008066,54719,HDFCBANK22SEPFUT,HDFCBANK,0,2022-09-29,0,0.05,550,FUT,NFO-FUT,NFO
21082626,82354,HDFCLIFE22AUGFUT,HDFCLIFE,0,2022-08-25,0,0.05,1100,FUT,NFO-FUT,NFO
13854978,54121,HDFCLIFE22JULFUT,HDFCLIFE,0,2022-07-28,0,0.05,1100,FUT,NFO-FUT,NFO
14008322,54720,HDFCLIFE22SEPFUT,HDFCLIFE,0,2022-09-29,0,0.05,1100,FUT,NFO-FUT,NFO
21082882,82355,HEROMOTOCO22AUGFUT,HEROMOTOCO,0,2022-08-25,0,0.05,300,FUT,NFO-FUT,NFO
13855234,54122,HEROMOTOCO22JULFUT,HEROMOTOCO,0,2022-07-28,0,0.05,300,FUT,NFO-FUT,NFO
14011138,54731,HEROMOTOCO22SEPFUT,HEROMOTOCO,0,2022-09-29,0,0.05,300,FUT,NFO-FUT,NFO
21083138,82356,HINDALCO22AUGFUT,HINDALCO,0,2022-08-25,0,0.05,1075,FUT,NFO-FUT,NFO
13856258,54126,HINDALCO22JULFUT,HINDALCO,0,2022-07-28,0,0.05,1075,FUT,NFO-FUT,NFO
14011394,54732,HINDALCO22SEPFUT,HINDALCO,0,2022-09-29,0,0.05,1075,FUT,NFO-FUT,NFO
21083394,82357,HINDCOPPER22AUGFUT,HINDCOPPER,0,2022-08-25,0,0.05,4300,FUT,NFO-FUT,NFO
13856514,54127,HINDCOPPER22JULFUT,HINDCOPPER,0,2022-07-28,0,0.05,4300,FUT,NFO-FUT,NFO
14011650,54733,HINDCOPPER22SEPFUT,HINDCOPPER,0,2022-09-29,0,0.05,4300,FUT,NFO-FUT,NFO
21083650,82358,HINDPETRO22AUGFUT,HINDPETRO,0,2022-08-25,0,0.05,2700,FUT,NFO-FUT,NFO
13856770,54128,HINDPETRO22JULFUT,HINDPETRO,0,2022-07-28,0,0.05,2700,FUT,NFO-FUT,NFO
14011906,54734,HINDPETRO22SEPFUT,HINDPETRO,0,2022-09-29,0,0.05,2700,FUT,NFO-FUT,NFO
21083906,82359,HINDUNILVR22AUGFUT,HINDUNILVR,0,2022-08-25,0,0.05,300,FUT,NFO-FUT,NFO
13857026,54129,HINDUNILVR22JULFUT,HINDUNILVR,0,2022-07-28,0,0.05,300,FUT,NFO-FUT,NFO
14012162,54735,HINDUNILVR22SEPFUT,HINDUNILVR,0,2022-09-29,0,0.05,300,FUT,NFO-FUT,NFO
21084162,82360,HONAUT22AUGFUT,HONAUT,0,2022-08-25,0,0.05,15,FUT,NFO-FUT,NFO
13857282,54130,HONAUT22JULFUT,HONAUT,0,2022-07-28,0,0.05,15,FUT,NFO-FUT,NFO
14012418,54736,HONAUT22SEPFUT,HONAUT,0,2022-09-29,0,0.05,15,FUT,NFO-FUT,NFO
21084418,82361,IBULHSGFIN22AUGFUT,IBULHSGFIN,0,2022-08-25,0,0.05,4000,FUT,NFO-FUT,NFO
13857538,54131,IBULHSGFIN22JULFUT,IBULHSGFIN,0,2022-07-28,0,0.05,4000,FUT,NFO-FUT,NFO
14012674,54737,IBULHSGFIN22SEPFUT,IBULHSGFIN,0,2022-09-29,0,0.05,4000,FUT,NFO-FUT,NFO
21084674,82362,ICICIBANK22AUGFUT,ICICIBANK,0,2022-08-25,0,0.05,1375,FUT,NFO-FUT,NFO
13857794,54132,ICICIBANK22JULFUT,ICICIBANK,0,2022-07-28,0,0.05,1375,FUT,NFO-FUT,NFO
14012930,54738,ICICIBANK22SEPFUT,ICICIBANK,0,2022-09-29,0,0.05,1375,FUT,NFO-FUT,NFO
21084930,82363,ICICIGI22AUGFUT,ICICIGI,0,2022-08-25,0,0.05,425,FUT,NFO-FUT,NFO
13858050,54133,ICICIGI22JULFUT,ICICIGI,0,2022-07-28,0,0.05,425,FUT,NFO-FUT,NFO
14013186,54739,ICICIGI22SEPFUT,ICICIGI,0,2022-09-29,0,0.05,425,FUT,NFO-FUT,NFO
21085186,82364,ICICIPRULI22AUGFUT,ICICIPRULI,0,2022-08-25,0,0.05,1500,FUT,NFO-FUT,NFO
13858306,54134,ICICIPRULI22JULFUT,ICICIPRULI,0,2022-07-28,0,0.05,1500,FUT,NFO-FUT,NFO
14013442,54740,ICICIPRULI22SEPFUT,ICICIPRULI,0,2022-09-29,0,0.05,1500,FUT,NFO-FUT,NFO
2,0,ICICIPRULI25AUG2229SEP22FUT,ICICIPRULI,0,2022-08-25,0,0.05,1500,FUT,NFO-FUT,NFO
21085442,82365,IDEA22AUGFUT,IDEA,0,2022-08-25,0,0.05,70000,FUT,NFO-FUT,NFO
13858562,54135,IDEA22JULFUT,IDEA,0,2022-07-28,0,0.05,70000,FUT,NFO-FUT,NFO
14013698,54741,IDEA22SEPFUT,IDEA,0,2022-09-29,0,0.05,70000,FUT,NFO-FUT,NFO
21085698,82366,IDFC22AUGFUT,IDFC,0,2022-08-25,0,0.05,10000,FUT,NFO-FUT,NFO
13858818,54136,IDFC22JULFUT,IDFC,0,2022-07-28,0,0.05,10000,FUT,NFO-FUT,NFO
14014466,54744,IDFC22SEPFUT,IDFC,0,2022-09-29,0,0.05,10000,FUT,NFO-FUT,NFO
21085954,82367,IDFCFIRSTB22AUGFUT,IDFCFIRSTB,0,2022-08-25,0,0.05,15000,FUT,NFO-FUT,NFO
13859074,54137,IDFCFIRSTB22JULFUT,IDFCFIRSTB,0,2022-07-28,0,0.05,15000,FUT,NFO-FUT,NFO
14014722,54745,IDFCFIRSTB22SEPFUT,IDFCFIRSTB,0,2022-09-29,0,0.05,15000,FUT,NFO-FUT,NFO
21086210,82368,IEX22AUGFUT,IEX,0,2022-08-25,0,0.05,3750,FUT,NFO-FUT,NFO
13859330,54138,IEX22JULFUT,IEX,0,2022-07-28,0,0.05,3750,FUT,NFO-FUT,NFO
14014978,54746,IEX22SEPFUT,IEX,0,2022-09-29,0,0.05,3750,FUT,NFO-FUT,NFO
21086466,82369,IGL22AUGFUT,IGL,0,2022-08-25,0,0.05,1375,FUT,NFO-FUT,NFO
13859586,54139,IGL22JULFUT,IGL,0,2022-07-28,0,0.05,1375,FUT,NFO-FUT,NFO
14015234,54747,IGL22SEPFUT,IGL,0,2022-09-29,0,0.05,1375,FUT,NFO-FUT,NFO
21086722,82370,INDHOTEL22AUGFUT,INDHOTEL,0,2022-08-25,0,0.05,4022,FUT,NFO-FUT,NFO
13859842,54140,INDHOTEL22JULFUT,INDHOTEL,0,2022-07-28,0,0.05,4022,FUT,NFO-FUT,NFO
14015490,54748,INDHOTEL22SEPFUT,INDHOTEL,0,2022-09-29,0,0.05,4022,FUT,NFO-FUT,NFO
21086978,82371,INDIACEM22AUGFUT,INDIACEM,0,2022-08-25,0,0.05,2900,FUT,NFO-FUT,NFO
13860098,54141,INDIACEM22JULFUT,INDIACEM,0,2022-07-28,0,0.05,2900,FUT,NFO-FUT,NFO
14015746,54749,INDIACEM22SEPFUT,INDIACEM,0,2022-09-29,0,0.05,2900,FUT,NFO-FUT,NFO
21087234,82372,INDIAMART22AUGFUT,INDIAMART,0,2022-08-25,0,0.05,150,FUT,NFO-FUT,NFO
13860354,54142,INDIAMART22JULFUT,INDIAMART,0,2022-07-28,0,0.05,150,FUT,NFO-FUT,NFO
14016002,54750,INDIAMART22SEPFUT,INDIAMART,0,2022-09-29,0,0.05,150,FUT,NFO-FUT,NFO
21087490,82373,INDIGO22AUGFUT,INDIGO,0,2022-08-25,0,0.05,300,FUT,NFO-FUT,NFO
13860610,54143,INDIGO22JULFUT,INDIGO,0,2022-07-28,0,0.05,300,FUT,NFO-FUT,NFO
14016258,54751,INDIGO22SEPFUT,INDIGO,0,2022-09-29,0,0.05,300,FUT,NFO-FUT,NFO
21087746,82374,INDUSINDBK22AUGFUT,INDUSINDBK,0,2022-08-25,0,0.05,900,FUT,NFO-FUT,NFO
13860866,54144,INDUSINDBK22JULFUT,INDUSINDBK,0,2022-07-28,0,0.05,900,FUT,NFO-FUT,NFO
14016514,54752,INDUSINDBK22SEPFUT,INDUSINDBK,0,2022-09-29,0,0.05,900,FUT,NFO-FUT,NFO
21088002,82375,INDUSTOWER22AUGFUT,INDUSTOWER,0,2022-08-25,0,0.05,2800,FUT,NFO-FUT,NFO
13861122,54145,INDUSTOWER22JULFUT,INDUSTOWER,0,2022-07-28,0,0.05,2800,FUT,NFO-FUT,NFO
14016770,54753,INDUSTOWER22SEPFUT,INDUSTOWER,0,2022-09-29,0,0.05,2800,FUT,NFO-FUT,NFO
21088258,82376,INFY22AUGFUT,INFY,0,2022-08-25,0,0.05,300,FUT,NFO-FUT,NFO
13861378,54146,INFY22JULFUT,INFY,0,2022-07-28,0,0.05,300,FUT,NFO-FUT,NFO
14017026,54754,INFY22SEPFUT,INFY,0,2022-09-29,0,0.05,300,FUT,NFO-FUT,NFO
21088514,82377,INTELLECT22AUGFUT,INTELLECT,0,2022-08-25,0,0.05,750,FUT,NFO-FUT,NFO
13861634,54147,INTELLECT22JULFUT,INTELLECT,0,2022-07-28,0,0.05,750,FUT,NFO-FUT,NFO
14017282,54755,INTELLECT22SEPFUT,INTELLECT,0,2022-09-29,0,0.05,750,FUT,NFO-FUT,NFO
21088770,82378,IOC22AUGFUT,IOC,0,2022-08-25,0,0.05,9750,FUT,NFO-FUT,NFO
13861890,54148,IOC22JULFUT,IOC,0,2022-07-28,0,0.05,9750,FUT,NFO-FUT,NFO
8968194,35032,IOC22SEPFUT,IOC,0,2022-09-29,0,0.05,9750,FUT,NFO-FUT,NFO
21089026,82379,IPCALAB22AUGFUT,IPCALAB,0,2022-08-25,0,0.05,650,FUT,NFO-FUT,NFO
13862146,54149,IPCALAB22JULFUT,IPCALAB,0,2022-07-28,0,0.05,650,FUT,NFO-FUT,NFO
14017538,54756,IPCALAB22SEPFUT,IPCALAB,0,2022-09-29,0,0.05,650,FUT,NFO-FUT,NFO
21089282,82380,IRCTC22AUGFUT,IRCTC,0,2022-08-25,0,0.05,875,FUT,NFO-FUT,NFO
13862402,54150,IRCTC22JULFUT,IRCTC,0,2022-07-28,0,0.05,875,FUT,NFO-FUT,NFO
14019330,54763,IRCTC22SEPFUT,IRCTC,0,2022-09-29,0,0.05,875,FUT,NFO-FUT,NFO
21089538,82381,ITC22AUGFUT,ITC,0,2022-08-25,0,0.05,3200,FUT,NFO-FUT,NFO
13862658,54151,ITC22JULFUT,ITC,0,2022-07-28,0,0.05,3200,FUT,NFO-FUT,NFO
14019586,54764,ITC22SEPFUT,ITC,0,2022-09-29,0,0.05,3200,FUT,NFO-FUT,NFO
21089794,82382,JINDALSTEL22AUGFUT,JINDALSTEL,0,2022-08-25,0,0.05,1250,FUT,NFO-FUT,NFO
13862914,54152,JINDALSTEL22JULFUT,JINDALSTEL,0,2022-07-28,0,0.05,1250,FUT,NFO-FUT,NFO
14019842,54765,JINDALSTEL22SEPFUT,JINDALSTEL,0,2022-09-29,0,0.05,1250,FUT,NFO-FUT,NFO
21090050,82383,JKCEMENT22AUGFUT,JKCEMENT,0,2022-08-25,0,0.05,250,FUT,NFO-FUT,NFO
13863170,54153,JKCEMENT22JULFUT,JKCEMENT,0,2022-07-28,0,0.05,250,FUT,NFO-FUT,NFO
14020098,54766,JKCEMENT22SEPFUT,JKCEMENT,0,2022-09-29,0,0.05,250,FUT,NFO-FUT,NFO
21090306,82384,JSWSTEEL22AUGFUT,JSWSTEEL,0,2022-08-25,0,0.05,1350,FUT,NFO-FUT,NFO
13863426,54154,JSWSTEEL22JULFUT,JSWSTEEL,0,2022-07-28,0,0.05,1350,FUT,NFO-FUT,NFO
14020866,54769,JSWSTEEL22SEPFUT,JSWSTEEL,0,2022-09-29,0,0.05,1350,FUT,NFO-FUT,NFO
21090562,82385,JUBLFOOD22AUGFUT,JUBLFOOD,0,2022-08-25,0,0.05,1250,FUT,NFO-FUT,NFO
13863682,54155,JUBLFOOD22JULFUT,JUBLFOOD,0,2022-07-28,0,0.05,1250,FUT,NFO-FUT,NFO
14021122,54770,JUBLFOOD22SEPFUT,JUBLFOOD,0,2022-09-29,0,0.05,1250,FUT,NFO-FUT,NFO
21090818,82386,KOTAKBANK22AUGFUT,KOTAKBANK,0,2022-08-25,0,0.05,400,FUT,NFO-FUT,NFO
13863938,54156,KOTAKBANK22JULFUT,KOTAKBANK,0,2022-07-28,0,0.05,400,FUT,NFO-FUT,NFO
14021378,54771,KOTAKBANK22SEPFUT,KOTAKBANK,0,2022-09-29,0,0.05,400,FUT,NFO-FUT,NFO
21091074,82387,L&TFH22AUGFUT,L&TFH,0,2022-08-25,0,0.05,8924,FUT,NFO-FUT,NFO
13864194,54157,L&TFH22JULFUT,L&TFH,0,2022-07-28,0,0.05,8924,FUT,NFO-FUT,NFO
14021634,54772,L&TFH22SEPFUT,L&TFH,0,2022-09-29,0,0.05,8924,FUT,NFO-FUT,NFO
21091330,82388,LALPATHLAB22AUGFUT,LALPATHLAB,0,2022-08-25,0,0.05,250,FUT,NFO-FUT,NFO
13864450,54158,LALPATHLAB22JULFUT,LALPATHLAB,0,2022-07-28,0,0.05,250,FUT,NFO-FUT,NFO
14021890,54773,LALPATHLAB22SEPFUT,LALPATHLAB,0,2022-09-29,0,0.05,250,FUT,NFO-FUT,NFO
21091586,82389,LAURUSLABS22AUGFUT,LAURUSLABS,0,2022-08-25,0,0.05,900,FUT,NFO-FUT,NFO
13864706,54159,LAURUSLABS22JULFUT,LAURUSLABS,0,2022-07-28,0,0.05,900,FUT,NFO-FUT,NFO
14022146,54774,LAURUSLABS22SEPFUT,LAURUSLABS,0,2022-09-29,0,0.05,900,FUT,NFO-FUT,NFO
21091842,82390,LICHSGFIN22AUGFUT,LICHSGFIN,0,2022-08-25,0,0.05,2000,FUT,NFO-FUT,NFO
13864962,54160,LICHSGFIN22JULFUT,LICHSGFIN,0,2022-07-28,0,0.05,2000,FUT,NFO-FUT,NFO
14024962,54785,LICHSGFIN22SEPFUT,LICHSGFIN,0,2022-09-29,0,0.05,2000,FUT,NFO-FUT,NFO
21092098,82391,LT22AUGFUT,LT,0,2022-08-25,0,0.05,300,FUT,NFO-FUT,NFO
13865218,54161,LT22JULFUT,LT,0,2022-07-28,0,0.05,300,FUT,NFO-FUT,NFO
14025218,54786,LT22SEPFUT,LT,0,2022-09-29,0,0.05,300,FUT,NFO-FUT,NFO
21092354,82392,LTI22AUGFUT,LTI,0,2022-08-25,0,0.05,150,FUT,NFO-FUT,NFO
13865474,54162,LTI22JULFUT,LTI,0,2022-07-28,0,0.05,150,FUT,NFO-FUT,NFO
14027522,54795,LTI22SEPFUT,LTI,0,2022-09-29,0,0.05,150,FUT,NFO-FUT,NFO
21092610,82393,LTTS22AUGFUT,LTTS,0,2022-08-25,0,0.05,200,FUT,NFO-FUT,NFO
13865730,54163,LTTS22JULFUT,LTTS,0,2022-07-28,0,0.05,200,FUT,NFO-FUT,NFO
14027778,54796,LTTS22SEPFUT,LTTS,0,2022-09-29,0,0.05,200,FUT,NFO-FUT,NFO
21092866,82394,LUPIN22AUGFUT,LUPIN,0,2022-08-25,0,0.05,850,FUT,NFO-FUT,NFO
13865986,54164,LUPIN22JULFUT,LUPIN,0,2022-07-28,0,0.05,850,FUT,NFO-FUT,NFO
14028034,54797,LUPIN22SEPFUT,LUPIN,0,2022-09-29,0,0.05,850,FUT,NFO-FUT,NFO
21093122,82395,M&M22AUGFUT,M&M,0,2022-08-25,0,0.05,700,FUT,NFO-FUT,NFO
13866242,54165,M&M22JULFUT,M&M,0,2022-07-28,0,0.05,700,FUT,NFO-FUT,NFO
14028290,54798,M&M22SEPFUT,M&M,0,2022-09-29,0,0.05,700,FUT,NFO-FUT,NFO
21093378,82396,M&MFIN22AUGFUT,M&MFIN,0,2022-08-25,0,0.05,4000,FUT,NFO-FUT,NFO
13866498,54166,M&MFIN22JULFUT,M&MFIN,0,2022-07-28,0,0.05,4000,FUT,NFO-FUT,NFO
14029058,54801,M&MFIN22SEPFUT,M&MFIN,0,2022-09-29,0,0.05,4000,FUT,NFO-FUT,NFO
21093634,82397,MANAPPURAM22AUGFUT,MANAPPURAM,0,2022-08-25,0,0.05,6000,FUT,NFO-FUT,NFO
13866754,54167,MANAPPURAM22JULFUT,MANAPPURAM,0,2022-07-28,0,0.05,6000,FUT,NFO-FUT,NFO
14029314,54802,MANAPPURAM22SEPFUT,MANAPPURAM,0,2022-09-29,0,0.05,6000,FUT,NFO-FUT,NFO
21093890,82398,MARICO22AUGFUT,MARICO,0,2022-08-25,0,0.05,1200,FUT,NFO-FUT,NFO
13867010,54168,MARICO22JULFUT,MARICO,0,2022-07-28,0,0.05,1200,FUT,NFO-FUT,NFO
14029570,54803,MARICO22SEPFUT,MARICO,0,2022-09-29,0,0.05,1200,FUT,NFO-FUT,NFO
21094146,82399,MARUTI22AUGFUT,MARUTI,0,2022-08-25,0,0.05,100,FUT,NFO-FUT,NFO
13867266,54169,MARUTI22JULFUT,MARUTI,0,2022-07-28,0,0.05,100,FUT,NFO-FUT,NFO
14029826,54804,MARUTI22SEPFUT,MARUTI,0,2022-09-29,0,0.05,100,FUT,NFO-FUT,NFO
21094402,82400,MCDOWELL-N22AUGFUT,MCDOWELL-N,0,2022-08-25,0,0.05,625,FUT,NFO-FUT,NFO
13867522,54170,MCDOWELL-N22JULFUT,MCDOWELL-N,0,2022-07-28,0,0.05,625,FUT,NFO-FUT,NFO
14030082,54805,MCDOWELL-N22SEPFUT,MCDOWELL-N,0,2022-09-29,0,0.05,625,FUT,NFO-FUT,NFO
21094658,82401,MCX22AUGFUT,MCX,0,2022-08-25,0,0.05,400,FUT,NFO-FUT,NFO
13867778,54171,MCX22JULFUT,MCX,0,2022-07-28,0,0.05,400,FUT,NFO-FUT,NFO
14030338,54806,MCX22SEPFUT,MCX,0,2022-09-29,0,0.05,400,FUT,NFO-FUT,NFO
21094914,82402,METROPOLIS22AUGFUT,METROPOLIS,0,2022-08-25,0,0.05,300,FUT,NFO-FUT,NFO
13868034,54172,METROPOLIS22JULFUT,METROPOLIS,0,2022-07-28,0,0.05,300,FUT,NFO-FUT,NFO
14030594,54807,METROPOLIS22SEPFUT,METROPOLIS,0,2022-09-29,0,0.05,300,FUT,NFO-FUT,NFO
21095170,82403,MFSL22AUGFUT,MFSL,0,2022-08-25,0,0.05,650,FUT,NFO-FUT,NFO
13868290,54173,MFSL22JULFUT,MFSL,0,2022-07-28,0,0.05,650,FUT,NFO-FUT,NFO
14030850,54808,MFSL22SEPFUT,MFSL,0,2022-09-29,0,0.05,650,FUT,NFO-FUT,NFO
